post,class
i was so busy paying 20 thousand a year in taxes for illegals  i couldnt afford to send my legal american children even to county college !,implicit_hate
retweeted the aa agenda ( ): he's a gay transvestite white ...,implicit_hate
what did the black kid get his friend for his birthday? my bike.,implicit_hate
heather heyer is a martyr to a big fat lie concocted by the anti white liberal media & th,implicit_hate
"no, you are vermin and will be exterminated #bacon",implicit_hate
and why do you think people who love in white neighborhoods are more racist ?,not_hate
white nationalism is gay tho,explicit_hate
" we'll  actually  it was created with the notion of  "" human equality "" "" ... but in a time where only white christians were deemed "" "" human "" "" . :) """,not_hate
anti-racist usually means anti-white . whites are only 8 % of world's population  and when you take out the liberals we are a real minority .,implicit_hate
" rt will the #splc declare . the leader of hate group  since  "" white privilege "" "" was the culprit behind brittney watts death ? #tgdn """,not_hate
youre aware that australians are white  right ? we have no problems with immigration thats from white nations that are a net positive,not_hate
plant the seed of anti-identitarianism among whites * fixed,not_hate
anti-semitism alive and well in america  mostly from the right wing whites who pretend to be republican .,implicit_hate
that looks like white people kicking . sorry pal .,not_hate
count down until your vile ministry gives up hating transgender and moves on to your next innocent  free victims . hahah,not_hate
: well  well  well . the news today is the leftist antifa nutters,not_hate
chain migration brings 3rd world losers unskilled uneducated non english speaking morons,explicit_hate
the modern young white male is poisoned and distracted by the stupid social media culture ( & tv ) where anything goes and everyone race mixes .,implicit_hate
it was a white country  the founding fathers made this a white country  and it will be so again !,implicit_hate
" rt the first woman's name was eve  from hebrew the meaning is  "" giver of life . "" "" woman's god given name is "" "" giver of life . "" "" not taker . no choice . """,not_hate
"aside from your other defects, you need to learn to read, go back again, read it, think about it.",implicit_hate
jewish reporter in germany : ' it was racist to stop refugee luggage porters ' via,not_hate
and it's not just that they're almost all white .,not_hate
i have plenty of good friends in sweden  they all thought trumps comments were ridiculous .,not_hate
show me in the constitution where it ever addresses sodomites and lesbians getting married,implicit_hate
former delhi chief minister sheila dixit's son-in-law syed imran mohammed arrested for alleged domestic violence .,not_hate
can they breath fire  fly  and have scaly skin ? sure they can light a cross on fire but that doesn't count .,not_hate
odd for you to say this since you're a white supremacist .,implicit_hate
there are christians all over the world and not all of then are white and no true christian supports white supremacy . only god is supreme !,not_hate
we need presentation that makes people realize they've been gaslit into hating us when in actuality we are the normal  healthy people w love for our nation . american flags  singing national anthem . basic branding . follow trumps lead in that regard - the people are dying for it ! !,implicit_hate
1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism,explicit_hate
there is no population problem in the us and europe among whites .,not_hate
" start a new meme :  "" white supremacists for expanding abortion . "" "" then watch the human head paint shaker """,not_hate
and this here  all white and just one black guy in the back ...,not_hate
what is the shrug movement he does on the third part ?,not_hate
boston ? you're not going to try and send the 3 million irish immigrants back home  are you ? #tobesure #boston #identityevropa,not_hate
no enemies on the white : thoughts on the #altleft via,not_hate
i bet this is one of those ' academics ' who thinks only whites can be racist,not_hate
more preoccupied by a frog or lizard than safety of americans! #buildthewall,implicit_hate
the mexican flag - of course !,not_hate
" rt yeah seriously  beefs aside with the  "" mainstream "" "" has never been anything more than a cartel of mass media outlets """,not_hate
" rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,implicit_hate
( ( ( white nationalist ) ) ),not_hate
dramatic rise of white flight in britain : masses of white families escape from multiracial areas,not_hate
"  "" it is the people who are at home both nowhere and everywhere ... "" "" """,not_hate
" rt  "" : hitlers ' propagandist goebbels would appear a novice in front of these evil "" "" """,not_hate
there goes white power for you,not_hate
preparing for race war : the south african bootcamps which are training thousands of white youths | read more :,not_hate
one time out of 100 .,not_hate
dattopant thengdi is india's least highlighted nationalist . salutes 4 bhartiya mazdoor sangh,not_hate
