platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
tieba,gender,钕人是地雷是吧全身都是雷区要狠狠的打,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",18,hateful
tieba,gender,其他亲戚有弟弟谭海星。谭海春。谭海娟。谭海琳。谭海坚。邓罗胜。谭海慧。谭海生,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",38,non-hateful
tieba,lgbt,可以看出压倒性的优势,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
zhihu,region,河南地域黑是最严重的,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",10,hateful
zhihu,lgbt,二人世界不好么，没有其他的东西消磨二人的热情，俩个人一直潇潇洒洒的，现在都好难过，我要是个男的好了，可以找个男的一起生活，也不用怕怀孕，也不用怕不会辅导孩子，每天俩人甜蜜蜜的，你哄哄我，我哄哄你，心态也年轻。事实证明大家不结婚不生孩子，确实过的也比较舒服，放开不利于社会发展这一条感觉没啥不好的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",147,non-hateful
zhihu,region,😓我怎么没听说这个梗,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
tieba,race,我人在欧洲，我跟你说，那些黑皮专门抢偷杀奸中国人,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",24,hateful
tieba,gender,小女站，舔狗站,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",7,hateful
tieba,lgbt,出轨直佬，我呸,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",7,hateful
tieba,gender,知乎看到的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
tieba,gender,输出各种逆天观点都是为了恰饭呢,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,"看到网上有一个母亲教育女儿说不要和黑人交往，不要和陌生人交往。这样不对，但是看到黑人看到视频发评论说，大家的大砍刀准备好了吗？🤔🤔🤔这样对吗？自己心里怎么想，有时候在公众场合还是不要表达或者表示出来，做一个谦虚但心里利益分明的""虚伪""百姓不好吗？🤔🤔🤔🤔",1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",148,hateful
tieba,race,好贴，维护生物多样性人人有责！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
tieba,race,吴亦凡是澳大利亚人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
tieba,race,小鬼们离开b站是没有生存空间的,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,hateful
zhihu,race,黑人犯罪率远远大于其他肤色人种虽然有很多普通人，但是这个危险的概率太高了,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",36,hateful
zhihu,lgbt,是啊，好姐妹嘛。gay多数都是妇女之友,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",19,hateful
zhihu,lgbt,不喜欢就是歧视?,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,正确的通讯录素这样的,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",10,hateful
zhihu,region,真就南满，不就是你这种人在招黑？说地域黑的地方还用南满这种地域黑的东西，还怪别人黑？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",42,hateful
tieba,lgbt,艾呀，梅关系，不会疣事的，概率为淋。疣其湿没有尖锐的问题就更不担心啦，你要照顾好滋己呀，不要经常去疱吧了，找个斑上吧，疹心的。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",63,hateful
zhihu,race,不小的群体，你攻击他们去啊，怎么就非得加上一个全部的形容词呢？,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 0, 1, 0, 0]",31,hateful
tieba,gender,这些人的恋爱观就离谱,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,non-hateful
tieba,race,如果中国出现类似于黑人马丁路德金这样的聪明人物，对我们中国汉人和中华民族是最大的灾难后果！！！,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",47,hateful
tieba,race,黑小妞在餐厅厨房准备尼日利亚大菜，熏火鸡配以菠菜、甘蓝、洋葱、辣椒杂炖。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",36,non-hateful
zhihu,race,炫耀找黑媳妇的都基本上没见过什么世面，我想想咱们大部分中国男人的眼光,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",34,hateful
tieba,lgbt,吧主你们打算怎么反同,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",10,hateful
tieba,gender,看到都在喷幕刃我就放心了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",12,hateful
zhihu,region,那是因为大家都会一脸懵逼的说，青海在哪？？？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
zhihu,region,具体是哪的我不知道，反正我徐州人对安徽挺有好感的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,non-hateful
zhihu,race,成都还好，基本上只要交了黑人基本上所有人都知道了，毕竟嘴碎，哦对了我就是成都人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",39,non-hateful
tieba,race,生黑孩的女人！！！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
zhihu,region,潮汕火锅天下第一，潮汕彩礼也天下第一,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",18,hateful
tieba,race,会被周围人瞧不起，染上艾滋病。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",15,hateful
zhihu,lgbt,男男是普遍乱，女女才是少部分乱，,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 1, 0, 0]",16,hateful
zhihu,race,能被这种破戒指骗到的，怕是属于自然淘汰的吧,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",21,hateful
zhihu,race,世界女权组织，这名听着就吓人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,gender,别吹嘘自己了，没有用的，你是那样鬼母的阿娜，不管在什么地方，就好像臭水沟里的苍蝇一样，那样的肮脏，那样的恶臭，你的气味，过于馊,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",63,hateful
zhihu,race,那这几千年的进步进到雕上了？,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,hateful
zhihu,race,别跟我扯什么父系，奥黑有一半犹太人的基因，所以奥黑不能代表黑人。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",32,hateful
tieba,gender,有些畒急了，但我不说是谁,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",12,hateful
tieba,race,是的，反黑不要一上来就骂，会引起反感的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",19,hateful
zhihu,race,没想到这是自投罗网🤭🤭🤭,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",21,non-hateful
zhihu,region,要这么说我们苏北最惨，江浙沪被骂我们要陪绑，回头又要被你们江浙沪的黑，来回被骂，被黑两遍😆😅,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",52,hateful
tieba,race,果然猩猩去到哪都一样,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",10,hateful
zhihu,region,莫言书里写自己十岁以前活得跟猪狗一样。然后网民翻出他儿时的照片，衣着干净，白白胖胖。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",42,non-hateful
zhihu,race,小红书资深用户，刷到的都是美妆，穿搭，腹肌小哥哥，还有一堆妆改容貌焦虑的。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",37,non-hateful
tieba,gender,中华terf宫本家一口一个生育导致玻璃天花板，然后真的推荐她们放弃生育的时候又开始跳脚了。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",45,hateful
tieba,gender,自己的钱，想怎么花还得给别人解释“买那个不行，不值得，性价比不高”，你就没想过那是你的钱，你想怎么花他凭什么管？别说是花一万买个电脑，我就是花一万买个内裤为什么要给你解释？更可怕的是，很多男人看着这种逻辑竟然觉得“扬眉吐气”，颇有一种奴隶偷吃了两块饼觉得自己赚了的意思,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",134,non-hateful
zhihu,region,我在苏北从来没见过歧视四川人的，苏北应该自己受歧视所以对外地来的人都是很和气的。我觉得你不能光从你的角度看问题，你想想自己是不是做了什么不文明的事情。你去苏南上海浙江看看就知道了特别是建议旅居在那住拆迁安置房里面就懂什么叫歧视了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",114,hateful
tieba,race,黑粪蛋脏了衣服,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",7,hateful
tieba,gender,"呵呵,直接就是给人刷锅的",0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",12,non-hateful
tieba,gender,还有百度，男女3:7，女拳特别多,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",16,hateful
zhihu,race,😓隔这儿唱我不是药神呢这句型前摇过长，差点没认出来😓,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",32,non-hateful
zhihu,race,你还别说，我在非洲待了12年，黑人就是这样对待他们的老婆的。不过人家非洲女人还是照样结婚生娃！没人惯着就老实了。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",56,hateful
zhihu,lgbt,你的评论被吞掉我都来不及看了呢。是破防了气急败坏了吗？😄当真是戳到痛处了，也对，普信男是这样的😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",51,hateful
zhihu,lgbt,看了这么多回答终于看到同一个想法的啦~,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,gender,它背后跟畒是一个爹，一家人亲兄弟,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",16,hateful
zhihu,race,韩国是正面刚 给母狗刚到废,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",13,hateful
zhihu,lgbt,他们就是男同，要联合腐女打压女权和女性。我之前也是腐女但是我现在抵制男同,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",36,hateful
tieba,gender,忘记发总纲了，这里补一下。目录女拳定义篇个人篇舔狗篇家庭篇职业篇企业篇社会篇政府篇女性篇国际篇后记,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",49,hateful
tieba,gender,有米格道群,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
tieba,race,这是什么时候的贴？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
zhihu,region,原来美国佬想把中国分裂成几部分，从而抑制中国的发展，首先它们就想把东三省分裂出去，这样粮食和重工业就与国家分离了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",56,hateful
zhihu,region,我是老家大连（东北辽宁）的成都（四川）人，我也遇到过歧视，但也还好,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",33,non-hateful
zhihu,race,谁家街留子要这玩意，要了马上就降两档次,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,hateful
zhihu,race,恳请大家维持评论区友好讨论的氛围基础，切勿刷屏对线、辱骂。一经发现，我会删除部分无效内容、拉黑评论者，不针对个人，也不针对特定立场，请大家友好交流，谢谢大家。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",79,non-hateful
tieba,race,希望你早日出来,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,把物质写到了脸上，还以此为豪,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,region,大胆！南大人能叫心机吗？那叫聪明，叫智慧，叫见识,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",24,hateful
zhihu,race,建议搜一下成都黑帽门女主吴施蒙。正常女性还是占绝大部分，但是挡不住有些中国女人重口味。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",43,non-hateful
zhihu,race,不会因为那是圣子吧，可是和国人的孩子就不是了，狗头保命,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",27,non-hateful
tieba,lgbt,2，本分老实能担起家庭责任，姓生火质量低无激情，喜欢看男人偶尔出瑰；,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",34,hateful
zhihu,region,你看，你不就自己送上门来了吗,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,race,看到默我都躲得远远的，这些人真恶心,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",17,hateful
zhihu,race,还用百度。某些中文境外网站，搜索女大学生+黑人，给出的结果绝对让你惊骇,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",35,non-hateful
tieba,gender,赶紧分啊，留着干嘛？人家都想让你喜当爹了，还用留情？把事情捅给她身边的所有人，让她名誉扫地就行了。生下来孩子还会有人可怜她，觉得你做的不对,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",69,hateful
tieba,lgbt,我是男同性恋，口腔医生，河北保定，常年包住博野顺馨酒店，时间充足且方便，王康35岁，已婚，大多数时间都是在单位彻夜难眠，不敢回家，回到家以后不知道如何去面对已婚的妻子，结婚两年一直不敢同房，一直无法逾越心理的障碍，现在寻求一名志同道合的男朋友，内心一直很纠结，但是实在忍受不了内心,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",140,non-hateful
tieba,gender,亩枸还能叫得动，恰恰说明我们还不够暴力太过同情奥。我们承诺，往后将会更加暴力毫无同情，势要打到它全身瘫痪为止,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",54,hateful
zhihu,race,鹿鼎记里都写了，就是比失足还不如,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,race,对，灭默工厂在招人。所有人应该去那种专业的工序化流水线式屠默灭默除默的工厂打工。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",40,hateful
tieba,gender,好似，开香槟喽,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
tieba,gender,打弟弟要趁早，这句话不知道是哪个幕刃说出来的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",22,hateful
tieba,gender,女生本来就比男的懒这是常识好吧,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",15,hateful
tieba,gender,你要相信自己是人，只有动物才会被自己的欲望操纵，对自己有信心,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
zhihu,lgbt,我俩谈的“厌恶”的语境都不一样，，，，，争论点都不在一个频道上，厌恶我也加了引号，而且也括号说明了这顶多有生理排斥，“恐怕并没有到厌恶的地步”。。。。。你还是再仔细看一下文章比较好。。。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",93,non-hateful
zhihu,race,带狗链子，玩的不是一般开。😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,中国男人是全世界最负责，最有责任心的，怀孕了就准备房车彩礼把女方娶了……什么！？非洲有一堆黄黑混血私生子？别问，问，就是国女打飞滴跑过去和当地男人生的什么！？孩子妈是黑人？！别问，问，孩子爹就是日本男人，再问，就是韩国男人，再再问就是越南男人，老挝男人，柬埔寨男人，朝鲜男人，蒙古男人什么！？黑女都找到中国大使馆去了？津巴布韦总统都点名了？emmmm……那肯定是国男被黑女偷了精子怀上的，一定是拜登再打牌,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",202,hateful
tieba,gender,也许这就是你们大街上能看到的种类,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",16,non-hateful
tieba,race,求大佬解释,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
zhihu,race,不我就是想看她们的笑话，故意让她们胡闹，看看她们生下丑陋的哥布林。😎,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",36,hateful
tieba,gender,贴吧就这样，随缘吞帖，所以贴吧越来越凉了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
tieba,gender,有真正的信念，坚定不愿意跟女人结婚再进。墙头草勿扰,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",25,hateful
tieba,gender,有多少男人上战场，就得有多少女人上战场；有多少男人下矿井，就得有多少女人下矿井；有多少女人在公检法，就得有多少男人在公检法；有多少女人收多少彩礼，就得有多少男人收多少嫁妆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",85,hateful
tieba,gender,吴亦凡胖了没人说丑？黄晓明歪个嘴没人说油腻？杨洋甩面条没人说恶心？蔡徐坤打篮球没人说**？黄子韬耍酷没人说**？掏粪男孩哪来的？娘炮哪来的？不是人说出来的？你什么心态,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 0, 1]",83,hateful
zhihu,region,苏南浙北还能算闺蜜上海可不能说是闺蜜了，那是爹,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",23,hateful
tieba,race,以后妓院也要分985，211，一本或二本,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,hateful
zhihu,lgbt,其实在早些年，有个外国学家做过一篇调查的发现的是男人更支持女同婚姻，女人更支持男同婚姻,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",43,non-hateful
zhihu,race,你怎么知道答主是中国人，万一答主是美国人？😆😆,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",29,hateful
zhihu,race,我歧视有种族歧视的人和黑人🐶🐶,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",25,hateful
tieba,lgbt,txl是社会问题，应该有人管，而不是当透明人,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",22,hateful
tieba,gender,很多人都说性别矛盾的本质是阶级矛盾。资本是俗世的王，女权是宗教的王。中世纪国王和教皇究竟谁更厉害？教皇可以加冕国王，国王不能加冕教皇。这就是女权和资本的关系。不是资本利用女权，而是资本家也必须对女权跪伏，否则下场参考俞敏洪。即使你是马云你也是郭楠也得赎罪。比尔盖茨大手一挥十个亿，马云大手一挥一万亿。保护这个性别的权益还是本NATION的最高意志。真不知道郭楠到底哪里错了？为什么另外一个性别那么高贵？虽然我知道换个别的资本家也一样给女权进贡，但是这个人确实不咋地。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",233,hateful
zhihu,region,同样满族人，不过是黑龙江的，在北京上的学，除了知乎和贴吧，感觉不到歧视。毕竟，满族算是先打进来再加盟了中原，现在满汉的区别就是身份证上多几笔，你这同学属实是极品,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",80,non-hateful
zhihu,race,原来如此，懂了。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,gender,md尽想着折磨人，吐了,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,hateful
tieba,race,猩猩之间的交配有什么稀奇的,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",13,hateful
zhihu,race,总是会发现一下蛛丝马迹的吧，侦查手段已经在学了，比如如何查男友手机，如何判断男友是否是处。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",45,non-hateful
zhihu,race,不去非洲留在国内做什么？找老实人？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 1, 0]",17,hateful
tieba,race,全是强奸犯,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,hateful
tieba,lgbt,满足他人愿望，随手传递正能量,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,lgbt,一代传奇千百年来才出一人的天才,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,region,笑死我了😊，你说是就是吧,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,防止恶性传染病人人有责,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
zhihu,race,那还用说，装的肯定不是脑子,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
zhihu,region,高密无辜养奸佞😆,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,race,世界公交,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",5,hateful
zhihu,race,就是歧视默 肖万yyds 默就该在大太阳下面摘棉花 下班了安排一套颈部按摩 嘻嘻,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",40,hateful
